client_id,שם,גיל,מגדר,עיר,סוג_שירות,תאריך_הצטרפות,סכום_תיק,הכנסה_חודשית,מספר_פניות_שנה_אחרונה,זמן_תגובה_ממוצע_שעות,שביעות_רצון,סטטוס,תאריך_נטישה
C2013,בועז פינטו,44,זכר,רעננה,ביטוח רכב,15/06/2022,715460,104,6,34.8,9,פעיל,
C2014,נתן צור,28,זכר,מודיעין,ביטוח רכב,08/10/2021,1033166,1720,10,27.9,7,לא פעיל,02/12/2022
C2015,שירה רוזן,45,נקבה,מודיעין,ביטוח בריאות,31/10/2023,1155448,1570,9,82.6,3,פעיל,
C2016,עידו זילברמן,52,זכר,חיפה,ביטוח רכב,26/04/2024,1153341,3521,11,48.9,3,לא פעיל,19/10/2025
C2017,שחר סגל,52,זכר,הוד השרון,ביטוח בריאות,23/01/2022,862982,3389,10,18.8,6,פעיל,
C2018,גדי לוי,36,זכר,נתניה,פנסיה,11/04/2022,1028738,3097,6,31.1,10,פעיל,
C2019,עמית שמש,53,זכר,גבעתיים,ייעוץ מס,27/03/2025,1060435,3557,9,31.7,10,פעיל,
C2020,טל אזולאי,44,זכר,רעננה,חיסכון ארוך טווח,19/05/2025,1190063,1990,9,81.3,9,פעיל,
C2021,אריאל טובים,56,זכר,נתניה,פנסיה,05/01/2024,1119974,566,14,60.9,8,פעיל,
C2022,נתן שגיא,69,זכר,ירושלים,ביטוח רכב,23/03/2025,1875488,2943,7,3.7,1,פעיל,
C2023,בועז דהן,40,זכר,רמת גן,ביטוח רכב,09/01/2020,567678,5265,14,30,8,פעיל,
C2024,בועז שפירא,52,זכר,פתח תקווה,פנסיה,26/04/2024,950744,6497,8,70.9,8,פעיל,
C2025,שלמה רפפורט,45,זכר,רמת גן,ביטוח חיים,13/07/2024,4081688,5727,10,92.9,3,לא פעיל,15/11/2025
C2026,משה סופר,43,זכר,הוד השרון,ביטוח חיים,22/04/2024,1120871,3402,15,88,8,פעיל,
C2027,טל טובים,65,זכר,כפר סבא,ביטוח רכב,19/07/2020,510222,801,9,79.3,3,לא פעיל,15/05/2022
C2028,דני גנור,69,זכר,הרצליה,ביטוח בריאות,05/09/2025,1074883,6188,7,73.9,5,לא פעיל,14/12/2026
C2029,דור חורב,47,זכר,הרצליה,חיסכון ארוך טווח,10/02/2019,670082,5559,6,55,8,פעיל,
C2030,צחי שמש,53,זכר,מודיעין,ייעוץ השקעות,16/11/2025,1760930,5716,2,73.1,10,פעיל,
C2031,ליאת דהן,40,נקבה,רמת גן,ביטוח בריאות,28/12/2023,1184219,6533,10,75,6,לא פעיל,26/01/2025
C2032,אלון מור,57,זכר,נתניה,ביטוח בריאות,02/05/2025,1463691,1099,5,61.7,10,לא פעיל,22/08/2025
C2033,יעל ברק,42,נקבה,פתח תקווה,ביטוח בריאות,15/10/2025,1309482,316,15,20.3,8,פעיל,
C2034,עידו טובים,66,זכר,ירושלים,ייעוץ השקעות,26/06/2020,636604,6882,1,31,4,לא פעיל,15/10/2021
C2035,אריאל ביטון,69,זכר,חיפה,ביטוח חיים,21/07/2025,1110679,3754,3,83.2,10,פעיל,
C2036,יצחק קליין,62,זכר,ירושלים,חיסכון ארוך טווח,18/12/2023,1145217,5127,13,41,4,לא פעיל,12/03/2024
C2037,קובי בוחבוט,30,זכר,כפר סבא,ביטוח בריאות,09/08/2025,1816490,6469,5,79.4,9,לא פעיל,04/06/2027
C2038,ניר צדיק,32,זכר,רמת גן,פנסיה,15/03/2019,88699,2438,15,38.5,3,פעיל,
C2039,אלון גולדשטיין,52,זכר,גבעתיים,תכנון פיננסי,29/01/2024,1445894,3454,2,44.1,2,פעיל,
C2040,שלמה חורב,53,זכר,תל אביב,ייעוץ השקעות,21/11/2020,798653,6807,11,32.9,9,פעיל,
C2041,טל זמיר,59,זכר,רמת גן,ביטוח רכב,14/07/2021,607317,2184,8,37.2,2,לא פעיל,03/01/2022
C2042,יותם אברהם,55,זכר,נתניה,פנסיה,26/11/2020,495372,2293,11,39.1,1,פעיל,
C2043,יריב מלכה,60,זכר,ירושלים,ייעוץ השקעות,06/10/2024,1029667,2345,9,61.8,1,פעיל,
C2044,סהר סופר,65,זכר,הוד השרון,ייעוץ השקעות,26/04/2021,945554,3777,4,38.6,5,פעיל,
C2045,ניר סלומון,56,זכר,אשדוד,ייעוץ השקעות,19/07/2023,1086480,4913,5,71.5,1,פעיל,
C2046,מאור אדלר,32,זכר,חיפה,ביטוח רכב,12/10/2023,833110,441,5,17.5,2,פעיל,
C2047,עידו גבאי,32,זכר,רמת גן,ייעוץ מס,06/09/2019,815559,2270,10,14.2,5,פעיל,
C2048,רועי כץ,54,זכר,ירושלים,פנסיה,06/01/2020,1033793,3537,3,58.2,7,לא פעיל,04/07/2020
C2049,יריב ביטון,27,זכר,ראשון לציון,ייעוץ מס,04/06/2024,1359458,6484,6,88.1,5,פעיל,
C2050,ליאור עטר,72,זכר,ראשון לציון,חיסכון ארוך טווח,19/11/2022,1379693,2333,6,64.2,1,פעיל,
C2051,מאור תמיר,29,זכר,ראשון לציון,חיסכון ארוך טווח,13/02/2024,686046,3198,5,67.3,8,פעיל,
C2052,יריב מור,65,זכר,הרצליה,תכנון פיננסי,23/06/2019,804805,1995,6,50.6,5,פעיל,
C2053,חיים זילברמן,27,זכר,אשדוד,פנסיה,29/12/2024,1656527,1004,5,5.2,4,לא פעיל,13/05/2026
C2054,לירן ברק,41,זכר,תל אביב,ביטוח בריאות,08/03/2024,890248,506,10,37.4,10,פעיל,
C2055,יניב סלומון,60,זכר,אשדוד,ביטוח חיים,15/03/2019,314894,3881,1,88.1,3,פעיל,
C2056,אבי הלוי,43,זכר,הרצליה,ביטוח חיים,29/08/2022,832585,6529,9,50.1,4,פעיל,
C2057,סהר מור,37,זכר,פתח תקווה,תכנון פיננסי,23/02/2024,1271054,4698,12,13.7,5,פעיל,
C2058,יריב הלוי,36,זכר,ירושלים,ביטוח בריאות,10/05/2021,924940,6601,4,8.4,4,לא פעיל,17/09/2022
C2059,טל לביא,39,זכר,הרצליה,ביטוח חיים,28/01/2025,1035275,1584,7,9.9,7,לא פעיל,09/12/2026
C2060,מאור כהן,65,זכר,באר שבע,ביטוח בריאות,28/09/2025,1640479,392,1,62.9,10,פעיל,
C2061,ליאור טויטו,27,זכר,ראשון לציון,פנסיה,26/09/2022,932864,5663,4,19.2,5,פעיל,
C2062,עומר מזרחי,31,זכר,פתח תקווה,ביטוח רכב,16/04/2019,866958,4724,6,73.6,8,לא פעיל,25/07/2020
C2063,מאור עוז,63,זכר,כפר סבא,חיסכון ארוך טווח,24/09/2025,1254437,1158,7,58.6,2,לא פעיל,28/07/2026
C2064,גיא חורב,33,זכר,מודיעין,פנסיה,21/03/2021,876929,1995,6,69.6,7,פעיל,
C2065,דור טויטו,37,זכר,כפר סבא,ביטוח בריאות,24/07/2025,1760840,2482,0,45.1,8,פעיל,
C2066,יצחק מזרחי,54,זכר,רעננה,פנסיה,05/08/2024,1268219,5105,6,62.3,2,פעיל,
C2067,אבי הררי,27,זכר,נתניה,ייעוץ מס,20/01/2022,681055,3840,2,34,7,פעיל,
C2068,ליאור אברהם,72,זכר,מודיעין,פנסיה,31/01/2025,1413983,5386,3,34.7,7,לא פעיל,04/10/2026
C2069,אבי תורג׳מן,52,זכר,ירושלים,פנסיה,09/02/2025,1741929,3059,3,37.1,10,פעיל,
C2070,קובי סלומון,43,זכר,מודיעין,ייעוץ השקעות,12/06/2025,1518818,1857,11,28.2,7,פעיל,
C2071,יניב צור,67,זכר,תל אביב,תכנון פיננסי,06/03/2023,1355468,6053,6,17.5,1,פעיל,
C2072,יניב גנור,67,זכר,רמת גן,ביטוח חיים,25/10/2022,1033737,947,9,41.8,6,לא פעיל,20/01/2023
C2073,עידו שמש,27,זכר,הרצליה,ייעוץ מס,14/05/2025,1309129,5601,4,72.9,8,פעיל,
C2074,טל נגר,29,זכר,רעננה,ייעוץ מס,20/01/2022,726614,6000,13,89.3,6,פעיל,
C2075,שלמה דיין,51,זכר,באר שבע,ייעוץ השקעות,16/03/2023,1171075,3561,11,22,6,פעיל,
C2076,נתן תורג׳מן,60,זכר,גבעתיים,ייעוץ מס,12/01/2021,672866,4493,5,16,6,לא פעיל,05/06/2021
C2077,ניר אזולאי,55,זכר,באר שבע,תכנון פיננסי,24/07/2020,489069,3800,13,87.6,10,לא פעיל,21/01/2022
C2078,חיים בן דוד,71,זכר,חיפה,ביטוח חיים,29/05/2025,1079081,325,12,33.3,6,פעיל,
C2079,רועי שגיא,26,זכר,רמת גן,תכנון פיננסי,05/02/2024,865911,528,5,22.3,10,לא פעיל,05/09/2025
C2080,שחר לוי,51,זכר,ראשון לציון,ייעוץ מס,26/03/2019,355984,4189,8,46.5,1,פעיל,
C2081,נועה ברק,29,נקבה,ראשון לציון,חיסכון ארוך טווח,30/07/2023,1221431,3023,2,26.5,5,פעיל,
C2082,דוד ביטון,27,זכר,כפר סבא,ביטוח חיים,06/09/2022,1272862,803,7,22.4,1,לא פעיל,21/01/2023
C2083,בועז בן דוד,71,זכר,נתניה,תכנון פיננסי,02/09/2019,242008,2495,6,25.5,5,פעיל,
C2084,איתי כהן,54,זכר,נתניה,ביטוח רכב,23/09/2019,1163160,3851,1,62.5,8,פעיל,
C2085,גדי דיין,62,זכר,הרצליה,תכנון פיננסי,19/01/2023,814132,6167,8,31.8,6,פעיל,
C2086,יריב אוחנה,59,זכר,תל אביב,ייעוץ השקעות,10/05/2019,1007182,1571,6,47.7,1,לא פעיל,25/01/2021
C2087,בועז מימון,49,זכר,ירושלים,ייעוץ מס,21/07/2023,1115255,4172,7,57.6,10,פעיל,
C2088,רועי דרור,66,זכר,גבעתיים,ייעוץ מס,09/04/2025,1531142,4945,15,40.8,4,פעיל,
C2089,קובי כספי,28,זכר,ירושלים,ייעוץ השקעות,11/06/2022,875630,3230,2,60.9,5,פעיל,
C2090,צחי חורב,65,זכר,ירושלים,ייעוץ מס,09/05/2023,1026164,4153,1,10.1,10,פעיל,
C2091,נדב כספי,60,זכר,נתניה,ייעוץ השקעות,27/10/2025,1487413,4878,13,58.3,6,פעיל,
C2092,ליאת מזרחי,32,נקבה,כפר סבא,תכנון פיננסי,18/06/2020,982046,4269,11,29.5,7,פעיל,
C2093,עדי גולדשטיין,51,נקבה,תל אביב,חיסכון ארוך טווח,11/03/2022,814252,5662,14,32.9,9,פעיל,
C2094,צחי קליין,30,זכר,ירושלים,ביטוח בריאות,16/12/2024,1108962,6551,8,81.8,7,לא פעיל,29/08/2026
C2095,ניר סגל,30,זכר,ירושלים,ביטוח בריאות,01/11/2023,978280,1041,7,8.1,6,פעיל,
C2096,רון בן דוד,65,זכר,רמת גן,תכנון פיננסי,25/07/2022,738314,3034,1,87.7,2,פעיל,
C2097,דני טובים,33,זכר,אשדוד,ביטוח בריאות,02/01/2024,1097486,3981,9,51.1,8,פעיל,
C2098,עומר פרנקל,30,זכר,גבעתיים,ייעוץ השקעות,08/08/2021,693460,6463,9,38.6,9,פעיל,
C2099,גיא רוט,28,זכר,חיפה,חיסכון ארוך טווח,07/02/2021,698812,724,13,30.7,1,פעיל,
C2100,עמית דרור,56,זכר,הרצליה,ביטוח חיים,23/01/2020,371506,6534,8,28,6,פעיל,
C2101,צחי ברק,66,זכר,מודיעין,פנסיה,29/06/2024,1014683,993,7,21.8,4,לא פעיל,17/09/2025
C2102,יותם אדלר,40,זכר,רמת גן,ביטוח חיים,28/05/2024,978346,3098,3,21.1,5,לא פעיל,21/10/2024
C2103,יניב לרנר,57,זכר,הרצליה,ביטוח רכב,27/02/2021,987403,1941,1,58.2,7,פעיל,
C2104,גיא פרנקל,31,זכר,תל אביב,ביטוח רכב,26/11/2023,1013846,5448,4,84,7,פעיל,
C2105,רועי מור,56,זכר,רעננה,ייעוץ מס,09/01/2022,1190825,6449,5,22.9,4,פעיל,
C2106,אבי טויטו,70,זכר,אשדוד,פנסיה,05/10/2024,903934,4491,11,40.1,2,פעיל,
C2107,יצחק סגל,63,זכר,תל אביב,ייעוץ השקעות,21/12/2021,1147470,3417,9,57.6,3,לא פעיל,02/11/2022
C2108,הדר דהן,51,נקבה,אשדוד,ביטוח בריאות,30/01/2025,1456360,1222,4,7,6,פעיל,
C2109,יותם גנור,70,זכר,ראשון לציון,ביטוח רכב,01/05/2019,526645,863,0,72.1,5,לא פעיל,04/09/2020
C2110,ליאת כהן,33,נקבה,רעננה,פנסיה,20/10/2025,1154050,4498,13,51.2,3,פעיל,
C2111,איתי ברזילי,41,זכר,נתניה,חיסכון ארוך טווח,10/06/2022,983596,1474,7,4.3,6,פעיל,
C2112,צחי עוז,61,זכר,באר שבע,חיסכון ארוך טווח,17/10/2022,1107740,2746,0,19.6,6,פעיל,
C2113,גדי גולדשטיין,70,זכר,גבעתיים,תכנון פיננסי,23/04/2023,1290066,4041,11,43.3,9,לא פעיל,25/09/2024
C2114,דוד דיין,53,זכר,אשדוד,ייעוץ השקעות,02/10/2023,733990,970,3,20.6,7,פעיל,
C2115,דוד לוי,55,זכר,ראשון לציון,ביטוח רכב,20/02/2022,1355032,1909,5,43.1,7,פעיל,
C2116,איתי גבאי,46,זכר,רמת גן,תכנון פיננסי,18/10/2019,522814,2406,12,71.1,1,פעיל,
C2117,ליאור קדוש,66,זכר,תל אביב,ביטוח רכב,09/12/2023,1160893,1106,14,12.2,7,לא פעיל,09/06/2024
C2118,בועז גנור,41,זכר,ראשון לציון,תכנון פיננסי,07/10/2021,1253918,1369,9,9.7,10,פעיל,
C2119,אבי בכר,43,זכר,אשדוד,ביטוח בריאות,21/01/2023,1224448,3139,3,50.6,3,פעיל,
C2120,יצחק אדלר,41,זכר,ירושלים,פנסיה,24/05/2023,1210317,6243,10,65.2,2,פעיל,
C2121,בועז תורג׳מן,38,זכר,פתח תקווה,תכנון פיננסי,19/03/2021,580924,6482,7,56.1,9,פעיל,
C2122,דוד דהן,71,זכר,פתח תקווה,ייעוץ השקעות,27/06/2025,1531825,1937,9,28.6,10,פעיל,
C2123,סהר פינטו,60,זכר,ירושלים,ייעוץ השקעות,15/10/2021,933640,991,14,95.5,9,פעיל,
C2124,גיא אברהם,31,זכר,אשדוד,חיסכון ארוך טווח,29/06/2023,1248636,6407,3,21.4,2,פעיל,
C2125,ליאור דיין,41,זכר,ירושלים,ביטוח בריאות,02/04/2023,1100130,5886,2,18.2,8,פעיל,
C2126,יצחק רפפורט,64,זכר,רעננה,ביטוח בריאות,09/04/2023,731713,5467,1,45.6,7,פעיל,
C2127,צחי הרשקוביץ,27,זכר,מודיעין,פנסיה,28/08/2020,960167,5248,2,12.1,7,פעיל,
C2128,אלון קליין,58,זכר,רמת גן,פנסיה,21/08/2023,934423,3848,13,80.6,6,פעיל,
C2129,יותם הלוי,30,זכר,ירושלים,ביטוח בריאות,07/01/2021,1083582,2859,12,71.5,8,פעיל,
C2130,צחי טובים,33,זכר,מודיעין,פנסיה,05/02/2025,1136295,6922,8,5.1,8,לא פעיל,02/09/2026
C2131,אבי וינר,65,זכר,חיפה,ביטוח בריאות,11/01/2021,778820,1805,11,61,4,לא פעיל,15/10/2021
C2132,עמית בוחבוט,34,זכר,נתניה,ייעוץ מס,02/11/2022,725088,3366,8,89.6,2,לא פעיל,06/09/2023
C2133,עידו אלון,35,זכר,מודיעין,ייעוץ מס,29/12/2022,1036542,1804,0,24,2,פעיל,
C2134,יותם שגיא,37,זכר,נתניה,ביטוח חיים,02/09/2024,1290537,6745,8,76.3,2,פעיל,
C2135,לירן הלוי,35,זכר,תל אביב,ביטוח חיים,16/07/2025,1573552,4849,9,28.6,7,פעיל,
C2136,מאור בן דוד,47,זכר,באר שבע,פנסיה,16/12/2020,528181,3246,13,63.3,9,לא פעיל,01/12/2021
C2137,בועז וינר,66,זכר,רמת גן,ייעוץ השקעות,10/03/2021,1161518,3190,1,36.4,2,פעיל,
C2138,יצחק חורב,60,זכר,נתניה,ביטוח חיים,27/11/2022,748998,5082,7,94.8,2,לא פעיל,11/07/2024
C2139,רועי פרנקל,68,זכר,הרצליה,חיסכון ארוך טווח,30/08/2020,1024117,593,1,34,8,פעיל,
C2140,מאור אלון,51,זכר,ירושלים,ביטוח חיים,20/07/2025,1224043,1374,12,60.9,6,פעיל,
C2141,יריב פרץ,32,זכר,באר שבע,ביטוח חיים,21/05/2025,1560062,533,13,25.8,2,פעיל,
C2142,יוסי זמיר,36,זכר,נתניה,ביטוח בריאות,18/01/2023,635091,3602,3,58.8,5,פעיל,
C2143,קובי יפרח,39,זכר,אשדוד,חיסכון ארוך טווח,11/10/2020,715475,6961,9,21.1,6,לא פעיל,17/02/2021
C2144,ליאור לוי,42,זכר,חיפה,ייעוץ השקעות,03/04/2023,1273661,6933,5,69.4,6,פעיל,
C2145,רועי פרץ,29,זכר,הרצליה,ביטוח חיים,02/04/2025,1305502,1130,10,74.8,3,פעיל,
C2146,סהר וינר,54,זכר,חיפה,חיסכון ארוך טווח,07/02/2020,578614,1865,2,80.1,5,פעיל,
C2147,דור גולדשטיין,67,זכר,הוד השרון,ביטוח רכב,25/12/2023,1284966,2998,2,48.3,9,פעיל,
C2148,איתי זילברמן,71,זכר,רעננה,ייעוץ מס,04/06/2021,952450,3144,9,51.4,3,לא פעיל,06/06/2022
C2149,שרה רביב,67,נקבה,אשדוד,ייעוץ מס,19/02/2025,1552843,4361,4,65.4,4,פעיל,
C2150,לירן עזרא,27,זכר,רעננה,ביטוח חיים,15/05/2021,445436,5726,4,50.8,3,לא פעיל,09/10/2022
C2151,שלמה לרנר,36,זכר,ראשון לציון,ייעוץ מס,19/01/2025,1228447,4567,1,81.9,8,פעיל,
C2152,מאור מימון,36,זכר,פתח תקווה,פנסיה,04/02/2025,1466231,961,1,37.2,3,לא פעיל,30/11/2026
C2153,יצחק גנור,51,זכר,חיפה,תכנון פיננסי,03/01/2024,1200981,2661,14,55.1,9,לא פעיל,05/11/2025
C2154,לירן דרור,42,זכר,כפר סבא,ייעוץ השקעות,28/02/2021,119971,4711,8,65.8,4,לא פעיל,03/09/2022
C2155,יצחק טובים,62,זכר,באר שבע,תכנון פיננסי,22/08/2022,519559,5516,11,27.7,10,לא פעיל,18/12/2022
C2156,דני דהן,57,זכר,תל אביב,תכנון פיננסי,05/07/2023,1148539,350,11,20.4,4,פעיל,
C2157,דוד קדוש,29,זכר,חיפה,תכנון פיננסי,24/09/2022,1087312,955,8,95.6,7,לא פעיל,08/02/2024
C2158,שירה עוז,57,נקבה,הרצליה,ביטוח בריאות,22/04/2020,329217,1713,15,9.8,6,לא פעיל,13/07/2021
C2159,יניב הרשקוביץ,69,זכר,הרצליה,ביטוח רכב,29/02/2020,810892,750,6,87.5,8,לא פעיל,02/09/2021
C2160,משה יפרח,50,זכר,רעננה,ביטוח רכב,02/02/2021,782414,3030,14,40.2,7,פעיל,
C2161,מאור אזולאי,70,זכר,באר שבע,ביטוח רכב,10/06/2022,1101047,6385,13,27.3,5,פעיל,
C2162,עומר רוזן,35,זכר,גבעתיים,ביטוח רכב,05/08/2019,893901,927,9,92.2,2,לא פעיל,24/12/2020
C2163,יצחק דרור,49,זכר,רעננה,ייעוץ השקעות,18/07/2020,460463,3193,7,41.1,7,פעיל,
C2164,רועי טובים,29,זכר,גבעתיים,חיסכון ארוך טווח,19/07/2019,292525,483,6,59.1,1,פעיל,
C2165,רועי קליין,65,זכר,פתח תקווה,חיסכון ארוך טווח,16/02/2024,693917,2074,3,60,8,לא פעיל,08/05/2024
C2166,הדר אלון,66,נקבה,רעננה,חיסכון ארוך טווח,13/07/2022,1071958,3847,0,61.4,4,לא פעיל,31/01/2024
C2167,נתן הרשקוביץ,38,זכר,חיפה,פנסיה,23/05/2020,663216,629,12,84.6,4,פעיל,
C2168,תמר גולדשטיין,51,נקבה,הוד השרון,פנסיה,30/03/2025,1167718,2061,15,37.4,6,לא פעיל,28/07/2025
C2169,גדי מימון,41,זכר,גבעתיים,ייעוץ השקעות,26/05/2020,566921,3665,7,9.5,5,פעיל,
C2170,אריאל ינאי,29,זכר,פתח תקווה,ייעוץ מס,29/07/2019,869681,5154,1,53,4,פעיל,
C2171,מיכל ברק,59,נקבה,אשדוד,תכנון פיננסי,14/09/2023,887160,1051,13,87.8,6,פעיל,
C2172,צחי ויס,25,זכר,גבעתיים,ייעוץ השקעות,08/11/2025,1103115,3021,9,3.8,8,לא פעיל,09/10/2026
C2173,רון שפירא,39,זכר,גבעתיים,ביטוח רכב,20/04/2022,1348170,1292,7,43.4,2,פעיל,
C2174,שירה מור,36,נקבה,רמת גן,ייעוץ מס,26/06/2019,309870,3955,0,4.3,1,פעיל,
C2175,נדב קדוש,31,זכר,ראשון לציון,פנסיה,20/09/2021,471498,6484,2,90.6,6,לא פעיל,29/12/2022
C2176,רונית כהן,37,נקבה,באר שבע,ביטוח רכב,16/08/2024,1524164,3694,11,28.2,4,לא פעיל,15/02/2026
C2177,אורלי לוי,25,נקבה,גבעתיים,ביטוח בריאות,22/07/2022,1151108,705,5,87.1,9,פעיל,
C2178,חיים שגיא,58,זכר,באר שבע,ביטוח חיים,26/04/2024,1290370,1351,10,24.3,3,פעיל,
C2179,סהר צור,58,זכר,מודיעין,ביטוח חיים,26/09/2019,801071,4646,4,41,6,פעיל,
C2180,גיא אזולאי,54,זכר,תל אביב,ביטוח חיים,25/10/2025,1422430,5699,2,13.8,2,פעיל,
C2181,יותם קדוש,60,זכר,רעננה,ביטוח רכב,06/08/2020,409647,6479,7,19.3,6,לא פעיל,25/05/2021
C2182,שלמה זמיר,55,זכר,רעננה,ייעוץ מס,18/11/2020,279981,3211,5,60.4,5,לא פעיל,20/02/2022
C2183,עומר לרנר,72,זכר,חיפה,פנסיה,06/12/2023,852040,5376,5,13.5,7,פעיל,
C2184,עומר כהן,66,זכר,פתח תקווה,ביטוח בריאות,07/06/2020,653814,6494,5,66,10,לא פעיל,30/06/2021
C2185,נדב סגל,38,זכר,ראשון לציון,ביטוח בריאות,19/05/2020,336396,1135,2,32.9,1,פעיל,
C2186,לירן אדלר,37,זכר,חיפה,חיסכון ארוך טווח,04/09/2020,7508,108,3,43.2,8,פעיל,
C2187,מאור אוחנה,39,זכר,הוד השרון,פנסיה,30/09/2024,1191328,4118,5,34.2,9,פעיל,
C2188,דני זילברמן,28,זכר,רעננה,תכנון פיננסי,29/03/2023,714725,750,14,66.3,6,פעיל,
C2189,יותם נחמני,43,זכר,אשדוד,פנסיה,01/05/2024,997842,508,7,54.2,10,פעיל,
C2190,יוסי סגל,42,זכר,כפר סבא,פנסיה,21/03/2022,1119173,4254,4,16.1,9,פעיל,
C2191,קובי רוט,33,זכר,גבעתיים,ביטוח חיים,18/02/2020,534857,3098,5,27,6,לא פעיל,15/08/2021
C2192,בועז כהן,29,זכר,ירושלים,ייעוץ מס,27/12/2020,889348,777,2,43.1,5,פעיל,
C2193,נדב הרשקוביץ,64,זכר,פתח תקווה,ביטוח רכב,27/05/2019,739709,6368,12,72,2,פעיל,
C2194,יוסי בנימין,25,זכר,גבעתיים,חיסכון ארוך טווח,05/10/2022,976824,3982,14,16.6,4,לא פעיל,30/01/2023
C2195,צחי מזרחי,52,זכר,רעננה,פנסיה,04/09/2019,753725,1568,14,19.7,3,פעיל,
C2196,סהר שטרן,55,זכר,הוד השרון,תכנון פיננסי,18/04/2025,1497398,3629,0,43.4,1,פעיל,
C2197,נתן רוזן,45,זכר,מודיעין,ביטוח רכב,01/12/2022,1263576,4049,9,4.7,1,פעיל,
C2198,טל פינטו,26,זכר,מודיעין,ייעוץ השקעות,24/02/2023,1146150,2508,4,5.7,6,פעיל,
C2199,קובי חזן,48,זכר,הרצליה,ייעוץ השקעות,02/11/2019,659781,6878,2,48.2,6,לא פעיל,03/11/2020
C2200,עומר קליין,69,זכר,רעננה,ביטוח חיים,08/11/2021,418342,1212,13,26.2,6,פעיל,
C2201,ליאור דוידוביץ,25,זכר,רמת גן,ביטוח בריאות,04/08/2021,676868,2790,5,80,2,לא פעיל,22/03/2023
C2202,יניב ויס,35,זכר,רמת גן,תכנון פיננסי,16/08/2023,1254822,6984,10,90.4,3,פעיל,
C2203,אבי ויס,58,זכר,פתח תקווה,ייעוץ השקעות,08/12/2019,367542,3030,4,39.5,9,לא פעיל,03/07/2020
C2204,אבי אזולאי,57,זכר,רעננה,פנסיה,09/05/2020,901689,4357,13,46.9,1,פעיל,
C2205,עומר טויטו,60,זכר,גבעתיים,ייעוץ השקעות,18/08/2020,382117,1795,14,25.7,7,לא פעיל,14/07/2021
C2206,אורלי כהן,60,נקבה,גבעתיים,תכנון פיננסי,20/10/2019,406544,184,0,9.5,9,פעיל,
C2207,נדב ברק,28,זכר,תל אביב,ביטוח רכב,15/06/2019,50000,6190,13,33.2,2,לא פעיל,17/11/2019
C2208,אייל סופר,59,זכר,באר שבע,ביטוח רכב,29/12/2022,1260347,115,13,89.9,5,לא פעיל,15/04/2024
C2209,סהר כהן,72,זכר,גבעתיים,ביטוח רכב,10/12/2024,1216719,2453,6,14.8,6,לא פעיל,21/10/2025
C2210,יצחק בוחבוט,48,זכר,כפר סבא,ביטוח רכב,07/12/2023,810594,893,14,93.3,4,פעיל,
C2211,דני קדוש,66,זכר,פתח תקווה,חיסכון ארוך טווח,07/03/2024,1119547,1180,6,33.4,2,לא פעיל,13/08/2025
C2212,נתן ינאי,39,זכר,רעננה,ייעוץ מס,27/04/2022,958187,6342,4,61.5,2,לא פעיל,01/01/2023
C2213,יניב רוזן,66,זכר,פתח תקווה,ביטוח חיים,09/01/2023,943016,5466,1,95.8,2,פעיל,
C2214,לירן גנור,57,זכר,באר שבע,ביטוח בריאות,23/10/2023,1354574,6284,13,95.9,4,פעיל,
C2215,רון הלוי,40,זכר,ירושלים,חיסכון ארוך טווח,02/06/2023,1039573,539,1,79.1,6,פעיל,
C2216,מאור נחמני,70,זכר,נתניה,ייעוץ מס,16/04/2024,1249238,3268,10,80.5,8,לא פעיל,09/08/2024
C2217,אמיר פינטו,70,זכר,גבעתיים,ייעוץ השקעות,26/05/2024,1375367,3190,7,82.8,6,פעיל,
C2218,יניב חורב,40,זכר,פתח תקווה,תכנון פיננסי,31/01/2023,808627,4979,3,57,8,לא פעיל,01/08/2023
C2219,חיים אוחנה,48,זכר,כפר סבא,ייעוץ מס,10/12/2023,901656,806,5,89.8,2,לא פעיל,20/12/2024
C2220,קובי אזולאי,40,זכר,ירושלים,ייעוץ השקעות,26/09/2019,349522,4527,7,85.9,7,פעיל,
C2221,דני רפפורט,48,זכר,אשדוד,ייעוץ מס,24/11/2025,1373357,2824,15,33.4,7,פעיל,
C2222,רון אדלר,41,זכר,מודיעין,ביטוח רכב,16/12/2022,725950,338,2,38.2,10,פעיל,
C2223,דני ברזילי,42,זכר,חיפה,פנסיה,27/08/2019,829217,3269,0,4.8,6,לא פעיל,11/11/2019
C2224,בועז טובים,40,זכר,הרצליה,פנסיה,05/07/2021,623033,1348,12,6.1,10,פעיל,
C2225,דוד טובים,27,זכר,הוד השרון,ביטוח חיים,21/11/2024,1159354,6784,9,70.5,1,פעיל,
C2226,אמיר פרידמן,51,זכר,נתניה,ביטוח בריאות,06/01/2023,990259,313,11,93.7,4,פעיל,
C2227,בועז בוחבוט,72,זכר,באר שבע,פנסיה,10/07/2021,581271,4629,2,85.9,4,פעיל,
C2228,שלמה תורג׳מן,46,זכר,באר שבע,ייעוץ השקעות,27/04/2019,327614,5240,0,10.5,2,פעיל,
C2229,אבי פינטו,31,זכר,ראשון לציון,ביטוח רכב,12/01/2024,1222263,1236,6,2.9,8,לא פעיל,18/08/2024
C2230,דני פרנקל,65,זכר,גבעתיים,ביטוח חיים,20/12/2024,1173038,838,4,88.2,3,לא פעיל,28/01/2026
